log time,GPS hour,GPS minute,GPS seconds,GPS latitude,GPS longitude,GPS angle,GPS speed,exterior temperature,interior temperature,BMP pressure (mb),BMP pressure (inHG),BMP altitude,CCS eCO2,CCS TVOC,Acceleration X,Acceleration Y,Acceleration Z,Magnetic X,Magnetic Y,Magnetic Z,Gyro X,Gyro Y,Gyro Z,
1929000,15,42,26,3314.4848,11208.1123,2464.10,179.70,18.94,-127.00,13.25,nan,nan,nan,501,15,1.22,1.12,10.37,0.09,0.20,-0.32,56.31,13.51,172.11,
1932000,15,42,28,3314.4743,11208.1123,2470.80,179.02,18.89,-127.00,13.25,nan,nan,nan,895,75,1.19,1.12,10.40,0.04,0.20,-0.33,56.74,15.76,173.67,
1935000,15,42,30,3314.4638,11208.1113,2477.30,177.55,18.92,-127.00,13.19,nan,nan,nan,748,53,1.16,1.12,10.12,-0.03,0.24,-0.35,54.01,22.99,172.66,
1938000,15,42,32,3314.4531,11208.1113,2483.60,176.96,19.19,-127.00,13.19,nan,nan,nan,496,14,1.24,1.11,10.33,-0.02,0.21,-0.33,54.85,26.47,167.78,
1941000,15,42,34,3314.4426,11208.1103,2489.30,175.52,19.05,-127.00,13.13,nan,nan,nan,679,42,1.28,1.14,10.62,-0.01,0.21,-0.33,53.93,23.97,161.95,
1944000,15,42,36,3314.4318,11208.1093,2495.30,173.53,19.02,-127.00,13.13,nan,nan,nan,748,53,1.35,1.13,10.81,0.02,0.20,-0.32,54.52,19.73,159.08,
1947000,15,42,38,3314.4213,11208.1074,2501.30,172.35,18.80,-127.00,13.06,nan,nan,nan,748,53,1.33,1.19,10.87,0.12,0.19,-0.30,56.78,12.74,159.03,
1950000,15,42,40,3314.4113,11208.1064,2507.50,170.97,18.22,-127.00,13.06,nan,nan,nan,1090,105,1.36,1.21,11.02,0.13,0.20,-0.31,56.46,3.45,162.33,
1953000,15,42,42,3314.4013,11208.1035,2514.00,170.97,17.67,-127.00,13.00,nan,nan,nan,905,76,1.26,1.23,10.76,0.18,0.22,-0.30,56.05,-0.85,165.46,
1956000,15,42,44,3314.3916,11208.1025,2520.70,172.01,17.71,-127.00,13.00,nan,nan,nan,905,76,1.08,1.19,10.51,0.18,0.24,-0.29,54.92,-2.21,170.93,
1959000,15,42,46,3314.3818,11208.0996,2527.70,170.94,17.57,-127.00,13.00,nan,nan,nan,1102,106,1.18,1.21,10.48,0.17,0.23,-0.30,58.52,-2.00,175.45,
1962000,15,42,48,3314.3723,11208.0976,2535.00,169.92,17.55,-127.00,12.94,nan,nan,nan,1345,143,1.16,1.19,10.71,0.11,0.21,-0.30,61.16,5.87,176.39,
1965000,15,42,50,3314.3627,11208.0957,2541.90,167.64,17.95,-127.00,12.94,nan,nan,nan,1262,131,1.12,1.16,10.38,0.04,0.21,-0.32,62.21,13.93,177.00,
1968000,15,42,52,3314.3527,11208.0927,2549.40,167.46,18.21,-127.00,12.88,nan,nan,nan,1090,105,1.17,1.15,10.42,-0.07,0.26,-0.34,63.53,21.39,174.11,
1971000,15,42,54,3314.3430,11208.0898,2556.10,166.95,17.60,-127.00,12.88,nan,nan,nan,1056,99,1.12,1.13,10.30,-0.08,0.27,-0.36,59.59,23.42,167.98,
1974000,15,42,56,3314.3334,11208.0869,2562.80,165.40,17.72,-127.00,12.81,nan,nan,nan,652,38,1.16,1.11,10.16,-0.06,0.24,-0.35,56.06,24.01,164.83,
1977000,15,42,58,3314.3237,11208.0839,2568.90,163.23,18.01,-127.00,12.81,nan,nan,nan,637,36,1.10,1.09,10.41,-0.08,0.27,-0.35,58.49,19.35,162.99,
1980000,15,43,0,3314.3139,11208.0800,2575.50,163.32,17.82,-127.00,12.75,nan,nan,nan,905,76,1.24,1.13,10.48,-0.08,0.29,-0.36,58.74,13.87,162.02,
1983000,15,43,2,3314.3044,11208.0761,2581.90,162.49,18.01,-127.00,12.75,nan,nan,nan,624,34,1.19,1.09,10.26,-0.01,0.23,-0.35,57.28,11.99,162.99,
1986000,15,43,4,3314.2946,11208.0722,2588.30,161.93,18.47,-127.00,12.69,nan,nan,nan,596,29,1.17,1.11,10.32,0.03,0.22,-0.34,56.91,9.64,167.74,
1989000,15,43,6,3314.2849,11208.0683,2594.70,161.77,19.00,-127.00,12.69,nan,nan,nan,575,26,1.21,1.15,10.42,-0.04,0.25,-0.34,58.28,10.67,170.27,
1992000,15,43,8,3314.2746,11208.0644,2601.10,161.34,19.13,-127.00,12.63,nan,nan,nan,840,67,1.14,1.15,10.26,-0.02,0.23,-0.33,58.58,13.49,170.67,
1995000,15,43,10,3314.2646,11208.0605,2607.40,160.35,19.14,-127.00,12.63,nan,nan,nan,659,39,1.21,1.13,10.35,-0.06,0.28,-0.35,58.54,15.84,168.34,
1998000,15,43,12,3314.2543,11208.0556,2613.90,161.19,19.44,-127.00,12.56,nan,nan,nan,441,6,1.22,1.13,10.34,-0.04,0.26,-0.35,57.51,17.10,166.20,
2001000,15,43,14,3314.2438,11208.0517,2620.50,161.31,20.21,-127.00,12.56,nan,nan,nan,454,8,1.10,1.14,10.47,-0.06,0.28,-0.35,61.46,16.63,166.70,
2004000,15,43,16,3314.2329,11208.0468,2627.10,161.76,20.12,-127.00,12.50,nan,nan,nan,491,13,1.25,1.18,10.58,-0.01,0.24,-0.33,61.05,16.52,165.34,
2007000,15,43,18,3314.2224,11208.0429,2634.00,163.25,20.11,-127.00,12.50,nan,nan,nan,704,46,1.29,1.14,10.48,-0.02,0.27,-0.36,58.73,14.88,166.06,
2010000,15,43,20,3314.2111,11208.0390,2640.80,165.09,20.74,-127.00,12.50,nan,nan,nan,413,1,1.23,1.11,10.46,-0.04,0.25,-0.34,58.30,13.09,167.25,
2013000,15,43,22,3314.1997,11208.0351,2647.50,167.46,21.30,-127.00,12.44,nan,nan,nan,435,5,1.25,1.13,10.42,-0.07,0.27,-0.36,57.09,13.05,168.85,
2016000,15,43,24,3314.1882,11208.0332,2654.00,169.37,20.49,-127.00,12.44,nan,nan,nan,485,12,1.26,1.19,10.35,-0.04,0.27,-0.37,56.01,11.69,167.80,
2019000,15,43,26,3314.1770,11208.0302,2660.70,170.60,20.19,-127.00,12.38,nan,nan,nan,708,46,1.29,1.16,10.21,-0.03,0.26,-0.35,57.85,6.82,168.82,
2022000,15,43,28,3314.1657,11208.0283,2667.80,172.95,20.37,-127.00,12.38,nan,nan,nan,659,39,1.28,1.21,10.30,-0.01,0.24,-0.33,58.00,5.76,170.85,
2025000,15,43,30,3314.1545,11208.0263,2674.60,174.95,19.54,-127.00,12.38,nan,nan,nan,498,14,1.19,1.22,10.37,-0.03,0.26,-0.37,61.50,6.78,172.31,
2028000,15,43,32,3314.1440,11208.0253,2680.90,175.52,19.08,-127.00,12.38,nan,nan,nan,624,34,1.16,1.25,10.48,-0.04,0.29,-0.37,60.57,8.11,175.04,
2031000,15,43,34,3314.1333,11208.0244,2688.00,174.96,19.87,-127.00,12.31,nan,nan,nan,967,86,1.26,1.28,10.74,-0.10,0.36,-0.36,61.74,10.44,174.91,
2034000,15,43,36,3314.1223,11208.0234,2695.40,174.90,19.73,-127.00,12.31,nan,nan,nan,560,24,1.21,1.29,10.62,-0.10,0.34,-0.37,62.62,15.16,172.38,
2037000,15,43,38,3314.1113,11208.0214,2702.40,175.32,18.86,-127.00,12.25,nan,nan,nan,728,49,1.22,1.31,10.66,-0.11,0.40,-0.38,63.04,16.16,168.44,
2040000,15,43,40,3314.1008,11208.0205,2709.40,175.12,18.90,-127.00,12.25,nan,nan,nan,1248,129,1.25,1.30,10.62,-0.10,0.40,-0.38,61.28,15.88,167.51,
2043000,15,43,42,3314.0900,11208.0195,2716.80,173.96,19.46,-127.00,12.19,nan,nan,nan,659,39,1.23,1.32,10.87,-0.12,0.44,-0.39,59.85,14.60,166.99,
2046000,15,43,44,3314.0795,11208.0185,2723.50,175.19,19.03,-127.00,12.19,nan,nan,nan,629,34,1.28,1.34,10.66,-0.11,0.46,-0.38,61.84,16.62,167.04,
2049000,15,43,46,3314.0690,11208.0175,2730.40,175.50,18.76,-127.00,12.13,nan,nan,nan,1090,105,1.26,1.34,10.74,-0.12,0.45,-0.39,60.32,20.05,166.99,
2052000,15,43,48,3314.0585,11208.0156,2736.90,174.04,18.54,-127.00,12.13,nan,nan,nan,942,82,1.26,1.31,10.70,-0.14,0.46,-0.37,58.78,21.69,166.08,
2055000,15,43,50,3314.0485,11208.0146,2742.90,172.27,17.67,-127.00,12.13,nan,nan,nan,977,87,1.24,1.21,10.63,-0.13,0.46,-0.39,55.72,21.96,162.95,
2058000,15,43,52,3314.0390,11208.0126,2748.80,170.06,16.89,-127.00,12.06,nan,nan,nan,1032,96,1.24,1.21,10.42,-0.11,0.44,-0.38,55.55,18.81,162.77,
2061000,15,43,54,3314.0297,11208.0097,2754.70,166.48,17.40,-127.00,12.06,nan,nan,nan,1014,93,1.25,1.17,10.42,-0.11,0.38,-0.37,55.93,14.37,161.56,
2064000,15,43,56,3314.0200,11208.0068,2761.20,163.57,18.44,-127.00,12.00,nan,nan,nan,589,28,1.29,1.16,10.49,-0.11,0.37,-0.38,55.71,7.70,164.60,
2067000,15,43,58,3314.0100,11208.0029,2767.80,163.64,18.98,-127.00,12.00,nan,nan,nan,611,32,1.19,1.17,10.17,-0.10,0.33,-0.37,55.00,3.42,167.39,
2070000,15,44,0,3314.0000,11207.9990,2775.30,162.71,19.08,-127.00,11.94,nan,nan,nan,967,86,1.18,1.18,10.24,-0.10,0.36,-0.38,52.78,2.29,170.76,
2073000,15,44,2,3313.9897,11207.9951,2782.80,159.82,19.54,-127.00,11.94,nan,nan,nan,915,78,1.17,1.16,10.29,-0.09,0.35,-0.38,54.84,1.07,173.46,
2076000,15,44,4,3313.9794,11207.9902,2790.40,160.43,19.87,-127.00,11.88,nan,nan,nan,1181,118,1.16,1.22,10.44,-0.12,0.44,-0.39,56.85,3.12,177.00,
2079000,15,44,6,3313.9689,11207.9863,2797.70,161.46,20.28,-127.00,11.88,nan,nan,nan,1035,96,1.13,1.19,10.12,-0.12,0.51,-0.39,58.00,9.57,177.60,
2082000,15,44,8,3313.9584,11207.9814,2805.20,160.66,20.36,-127.00,11.81,nan,nan,nan,970,86,1.10,1.19,9.94,-0.08,0.54,-0.39,57.20,15.47,176.36,
2085000,15,44,10,3313.9475,11207.9765,2812.90,159.25,20.87,-127.00,11.81,nan,nan,nan,1007,92,1.13,1.21,10.02,-0.05,0.54,-0.39,56.55,20.45,175.11,
2088000,15,44,12,3313.9367,11207.9716,2820.00,160.79,21.26,-127.00,11.75,nan,nan,nan,959,85,1.14,1.27,10.07,-0.05,0.57,-0.39,55.67,24.67,171.47,
2091000,15,44,14,3313.9252,11207.9667,2826.90,161.87,21.52,-127.00,11.75,nan,nan,nan,678,42,1.24,1.23,10.31,-0.02,0.61,-0.38,58.20,26.30,167.46,
2094000,15,44,16,3313.9140,11207.9628,2833.40,161.19,21.13,-127.00,11.69,nan,nan,nan,717,48,1.27,1.24,10.32,-0.03,0.59,-0.39,59.59,22.96,163.83,
2097000,15,44,18,3313.9028,11207.9580,2840.40,161.77,21.23,-127.00,11.69,nan,nan,nan,1068,101,1.26,1.24,10.46,-0.03,0.60,-0.39,59.81,15.68,161.88,
2100000,15,44,20,3313.8916,11207.9531,2847.50,161.47,22.08,-127.00,11.63,nan,nan,nan,584,28,1.29,1.18,10.38,-0.09,0.57,-0.38,61.38,7.72,165.34,
2103000,15,44,22,3313.8798,11207.9482,2854.70,159.49,22.42,-127.00,11.63,nan,nan,nan,646,37,1.24,1.20,10.45,-0.09,0.54,-0.38,58.94,6.24,168.96,
2106000,15,44,24,3313.8684,11207.9433,2861.40,157.73,22.26,-127.00,11.56,nan,nan,nan,787,58,1.26,1.18,10.30,-0.08,0.56,-0.39,58.22,5.17,171.25,
2109000,15,44,26,3313.8571,11207.9375,2868.30,156.88,22.39,-127.00,11.56,nan,nan,nan,1224,125,1.18,1.17,10.23,-0.05,0.61,-0.37,60.05,7.67,173.08,
2112000,15,44,28,3313.8459,11207.9316,2875.40,155.65,22.60,-127.00,11.56,nan,nan,nan,1201,122,1.15,1.13,10.12,-0.04,0.62,-0.37,61.29,9.65,174.68,
2115000,15,44,30,3313.8347,11207.9248,2882.30,154.14,22.45,-127.00,11.50,nan,nan,nan,1224,125,1.15,1.22,10.26,0.00,0.64,-0.37,63.20,12.64,174.48,
2118000,15,44,32,3313.8234,11207.9179,2889.20,152.96,22.43,-127.00,11.50,nan,nan,nan,1224,125,1.16,1.20,10.36,0.05,0.64,-0.36,64.21,14.55,173.29,
2121000,15,44,34,3313.8125,11207.9121,2896.10,152.98,22.75,-127.00,11.50,nan,nan,nan,1238,127,1.20,1.27,10.41,0.12,0.64,-0.35,63.90,17.46,171.05,
2124000,15,44,36,3313.8010,11207.9052,2903.10,153.85,22.97,-127.00,11.44,nan,nan,nan,1035,96,1.21,1.25,10.33,0.13,0.67,-0.34,66.65,17.11,167.86,
2127000,15,44,38,3313.7897,11207.8984,2910.20,152.78,22.83,-127.00,11.44,nan,nan,nan,907,77,1.34,1.26,10.82,0.14,0.66,-0.32,63.81,14.85,168.58,
2130000,15,44,40,3313.7788,11207.8906,2917.00,150.67,22.79,-127.00,11.44,nan,nan,nan,981,88,1.31,1.24,10.67,0.13,0.65,-0.33,69.54,11.49,167.07,
2133000,15,44,42,3313.7678,11207.8837,2923.50,150.17,22.92,-127.00,11.38,nan,nan,nan,877,72,1.39,1.28,11.18,0.15,0.66,-0.31,66.25,15.64,167.63,
2136000,15,44,44,3313.7570,11207.8759,2929.60,149.47,22.14,-127.00,11.38,nan,nan,nan,907,77,1.24,1.19,10.24,0.16,0.66,-0.32,64.41,12.00,168.10,
2139000,15,44,46,3313.7465,11207.8691,2936.00,148.19,21.69,-127.00,11.31,nan,nan,nan,945,83,1.32,1.26,10.76,0.22,0.63,-0.31,67.47,9.06,167.62,
2142000,15,44,48,3313.7365,11207.8613,2942.60,147.80,21.97,-127.00,11.31,nan,nan,nan,923,79,1.22,1.25,10.47,0.19,0.66,-0.31,63.68,9.98,169.74,
2145000,15,44,50,3313.7263,11207.8535,2949.20,148.23,21.70,-127.00,11.31,nan,nan,nan,992,90,1.14,1.22,10.13,0.23,0.63,-0.30,64.26,6.73,169.93,
2148000,15,44,52,3313.7160,11207.8466,2956.20,148.19,21.15,-127.00,11.25,nan,nan,nan,699,45,1.20,1.19,10.48,0.24,0.62,-0.29,61.41,7.40,172.82,
2151000,15,44,54,3313.7060,11207.8388,2962.90,148.24,21.30,-127.00,11.25,nan,nan,nan,827,65,1.11,1.27,10.40,0.30,0.54,-0.27,63.65,9.35,173.08,
2154000,15,44,56,3313.6958,11207.8320,2970.10,149.11,21.97,-127.00,11.19,nan,nan,nan,808,62,1.16,1.25,10.40,0.32,0.50,-0.26,63.61,11.04,174.09,
2157000,15,44,58,3313.6853,11207.8242,2977.60,149.60,22.02,-127.00,11.19,nan,nan,nan,749,53,1.14,1.19,10.25,0.34,0.40,-0.24,63.83,15.96,174.62,
2160000,15,45,0,3313.6748,11207.8173,2985.20,149.62,22.10,-127.00,11.13,nan,nan,nan,761,54,1.10,1.20,10.32,0.32,0.35,-0.24,63.93,19.22,172.41,
2163000,15,45,2,3313.6643,11207.8095,2992.60,149.10,22.36,-127.00,11.13,nan,nan,nan,1107,107,1.12,1.22,10.32,0.32,0.32,-0.25,60.63,21.03,170.88,
2166000,15,45,4,3313.6533,11207.8017,2999.90,148.68,22.74,-127.00,11.13,nan,nan,nan,933,81,1.15,1.18,10.32,0.30,0.28,-0.25,63.43,19.50,168.38,
2169000,15,45,6,3313.6425,11207.7939,3007.50,147.33,22.79,-127.00,11.06,nan,nan,nan,657,39,1.18,1.21,10.42,0.29,0.26,-0.24,64.56,16.48,166.52,
2172000,15,45,8,3313.6318,11207.7851,3014.20,145.23,22.94,-127.00,11.00,nan,nan,nan,633,35,1.15,1.23,10.35,0.26,0.24,-0.26,63.39,14.58,166.11,
2175000,15,45,10,3313.6215,11207.7773,3021.50,144.73,22.70,-127.00,11.00,nan,nan,nan,694,44,1.18,1.20,10.29,0.24,0.22,-0.26,61.64,11.80,167.50,
2178000,15,45,12,3313.6113,11207.7685,3029.10,144.28,22.12,-127.00,11.00,nan,nan,nan,671,41,1.25,1.31,10.42,0.24,0.23,-0.25,62.83,10.59,169.51,
2181000,15,45,14,3313.6015,11207.7597,3036.40,142.40,21.31,-127.00,10.94,nan,nan,nan,851,68,1.22,1.31,10.63,0.23,0.24,-0.28,66.47,11.45,170.92,
2184000,15,45,16,3313.5920,11207.7509,3043.60,143.21,20.89,-127.00,10.94,nan,nan,nan,877,72,1.21,1.27,10.58,0.14,0.20,-0.28,63.12,13.82,170.92,
2187000,15,45,18,3313.5825,11207.7431,3050.50,144.81,21.03,-127.00,10.94,nan,nan,nan,808,62,1.24,1.30,10.61,0.16,0.18,-0.26,65.69,14.02,168.50,
2190000,15,45,20,3313.5729,11207.7353,3057.20,142.57,20.55,-127.00,10.88,nan,nan,nan,1255,130,1.27,1.36,10.79,0.13,0.19,-0.29,66.88,13.26,166.71,
2193000,15,45,22,3313.5642,11207.7265,3064.10,139.94,20.56,-127.00,10.88,nan,nan,nan,733,50,1.28,1.31,10.83,0.07,0.19,-0.31,63.80,14.69,168.54,
2196000,15,45,24,3313.5551,11207.7177,3070.70,139.67,21.13,-127.00,10.81,nan,nan,nan,702,46,1.28,1.29,10.69,0.11,0.18,-0.29,64.22,15.11,165.36,
2199000,15,45,26,3313.5461,11207.7080,3077.30,137.85,21.70,-127.00,10.81,nan,nan,nan,646,37,1.22,1.27,10.54,0.10,0.20,-0.30,63.78,13.88,164.24,
2202000,15,45,28,3313.5371,11207.6982,3084.60,136.20,22.38,-127.00,10.81,nan,nan,nan,923,79,1.16,1.19,10.40,0.09,0.21,-0.31,61.74,13.09,167.10,
2205000,15,45,30,3313.5278,11207.6875,3091.70,137.65,23.13,-127.00,10.75,nan,nan,nan,589,28,1.13,1.18,10.21,0.05,0.20,-0.32,60.58,11.60,167.27,
2208000,15,45,32,3313.5183,11207.6777,3099.00,137.02,23.02,-127.00,10.75,nan,nan,nan,603,30,1.14,1.23,10.27,0.04,0.21,-0.32,61.29,12.93,167.44,
2211000,15,45,34,3313.5090,11207.6669,3105.90,135.11,22.59,-127.00,10.69,nan,nan,nan,825,64,1.08,1.23,10.04,0.05,0.22,-0.32,61.29,16.62,170.46,
2214000,15,45,36,3313.5002,11207.6562,3112.80,134.67,23.01,-127.00,10.69,nan,nan,nan,671,41,1.06,1.12,10.10,-0.02,0.24,-0.33,56.51,20.87,170.84,
2217000,15,45,38,3313.4909,11207.6445,3119.80,136.57,23.09,-127.00,10.69,nan,nan,nan,589,28,1.11,1.15,9.97,-0.03,0.21,-0.32,58.35,20.77,163.59,
2220000,15,45,40,3313.4816,11207.6337,3126.30,135.24,23.07,-127.00,10.69,nan,nan,nan,539,21,1.16,1.13,9.96,0.02,0.22,-0.33,60.26,19.54,161.58,
2223000,15,45,42,3313.4724,11207.6230,3132.90,135.92,23.36,-127.00,10.63,nan,nan,nan,584,28,1.15,1.11,10.19,0.03,0.22,-0.34,58.73,15.65,161.10,
2226000,15,45,44,3313.4626,11207.6123,3139.50,136.98,24.11,-127.00,10.63,nan,nan,nan,584,28,1.20,1.12,10.36,0.03,0.22,-0.32,60.33,9.73,164.03,
2229000,15,45,46,3313.4526,11207.6005,3146.00,137.30,24.63,-127.00,10.56,nan,nan,nan,671,41,1.18,1.18,10.23,0.08,0.21,-0.32,60.03,9.21,168.90,
2232000,15,45,48,3313.4423,11207.5898,3152.80,137.78,24.23,-127.00,10.56,nan,nan,nan,694,44,1.16,1.14,10.31,0.02,0.23,-0.33,64.73,14.94,169.22,
2235000,15,45,50,3313.4323,11207.5791,3159.50,138.69,24.54,-127.00,10.56,nan,nan,nan,657,39,1.28,1.13,10.88,0.02,0.21,-0.32,59.96,19.94,170.99,
2238000,15,45,52,3313.4216,11207.5683,3165.80,139.49,25.25,-127.00,10.50,nan,nan,nan,657,39,1.21,1.13,10.53,-0.05,0.26,-0.34,61.53,25.05,169.91,
2241000,15,45,54,3313.4108,11207.5576,3172.10,139.64,24.58,-127.00,10.50,nan,nan,nan,660,39,1.27,1.18,10.82,-0.08,0.28,-0.36,59.47,27.91,167.33,
2244000,15,45,56,3313.4001,11207.5468,3178.40,139.37,24.67,-127.00,10.44,nan,nan,nan,463,9,1.28,1.13,10.69,-0.08,0.27,-0.36,57.93,26.53,163.04,
2247000,15,45,58,3313.3894,11207.5351,3184.90,139.89,25.03,-127.00,10.44,nan,nan,nan,505,15,1.31,1.14,10.53,-0.05,0.25,-0.33,62.62,19.87,159.03,
2250000,15,46,0,3313.3786,11207.5244,3192.20,139.59,25.22,-127.00,10.44,nan,nan,nan,868,71,1.34,1.16,10.90,0.01,0.25,-0.35,62.94,10.58,160.34,
2253000,15,46,2,3313.3676,11207.5136,3199.20,139.77,25.46,-127.00,10.38,nan,nan,nan,505,15,1.27,1.18,10.69,0.06,0.23,-0.34,59.61,5.81,163.68,
2256000,15,46,4,3313.3566,11207.5019,3206.30,138.85,26.13,-127.00,10.38,nan,nan,nan,626,34,1.24,1.17,10.80,0.08,0.21,-0.32,60.99,6.41,171.34,
2259000,15,46,6,3313.3454,11207.4902,3213.60,137.87,26.52,-127.00,10.38,nan,nan,nan,1004,92,1.20,1.20,10.84,-0.02,0.25,-0.35,64.73,12.28,174.81,
2262000,15,46,8,3313.3347,11207.4785,3220.70,137.72,26.07,-127.00,10.31,nan,nan,nan,649,37,1.29,1.19,10.99,-0.05,0.26,-0.35,66.01,19.00,171.12,
2265000,15,46,10,3313.3237,11207.4667,3227.30,136.76,26.24,-127.00,10.31,nan,nan,nan,607,31,1.16,1.15,10.52,-0.07,0.27,-0.35,65.78,25.21,166.06,
2268000,15,46,12,3313.3129,11207.4541,3234.30,136.16,26.96,-127.00,10.25,nan,nan,nan,649,37,1.27,1.15,10.55,-0.07,0.27,-0.36,63.15,25.62,163.93,
2271000,15,46,14,3313.3017,11207.4423,3241.40,136.49,26.92,-127.00,10.25,nan,nan,nan,683,43,1.27,1.21,10.80,-0.09,0.31,-0.38,63.94,20.01,160.89,
2274000,15,46,16,3313.2912,11207.4296,3248.50,134.97,26.18,-127.00,10.19,nan,nan,nan,596,29,1.20,1.14,10.16,-0.07,0.28,-0.36,64.77,15.81,159.22,
2277000,15,46,18,3313.2807,11207.4169,3255.40,134.57,26.28,-127.00,10.19,nan,nan,nan,575,26,1.20,1.14,10.46,-0.06,0.28,-0.36,59.96,12.84,163.44,
2280000,15,46,20,3313.2705,11207.4042,3262.00,133.86,26.57,-127.00,10.13,nan,nan,nan,589,28,1.12,1.16,10.27,-0.03,0.24,-0.37,57.72,9.56,167.34,
2283000,15,46,22,3313.2604,11207.3916,3268.90,134.01,26.03,-127.00,10.13,nan,nan,nan,596,29,1.12,1.13,10.20,-0.07,0.31,-0.37,62.09,12.19,167.33,
2286000,15,46,24,3313.2502,11207.3789,3276.10,133.43,26.73,-127.00,10.13,nan,nan,nan,624,34,1.15,1.13,10.37,-0.04,0.29,-0.36,60.08,11.51,170.28,
2289000,15,46,26,3313.2399,11207.3652,3283.20,134.02,27.57,-127.00,10.06,nan,nan,nan,679,42,1.15,1.17,10.38,-0.05,0.28,-0.36,64.45,11.09,169.19,
2292000,15,46,28,3313.2290,11207.3525,3290.50,134.89,27.31,-127.00,10.06,nan,nan,nan,732,50,1.22,1.16,10.43,-0.06,0.28,-0.37,63.16,16.40,169.58,
2295000,15,46,30,3313.2182,11207.3398,3298.10,134.74,27.12,-127.00,10.06,nan,nan,nan,778,57,1.16,1.17,10.31,-0.07,0.34,-0.37,63.82,17.45,168.84,
2298000,15,46,32,3313.2075,11207.3261,3305.80,135.14,27.37,-127.00,10.00,nan,nan,nan,885,73,1.21,1.17,10.37,-0.07,0.36,-0.39,66.33,16.35,167.91,
2301000,15,46,34,3313.1962,11207.3134,3313.40,137.12,27.91,-127.00,10.00,nan,nan,nan,1081,103,1.19,1.19,10.54,-0.10,0.39,-0.38,65.83,17.41,167.02,
2304000,15,46,36,3313.1848,11207.3007,3321.20,137.67,28.08,-127.00,10.00,nan,nan,nan,920,79,1.20,1.16,10.24,-0.09,0.43,-0.38,64.14,16.90,166.57,
2307000,15,46,38,3313.1730,11207.2880,3328.40,138.47,28.45,-127.00,9.94,nan,nan,nan,909,77,1.22,1.22,10.71,-0.08,0.41,-0.39,66.54,12.93,168.14,
2310000,15,46,40,3313.1611,11207.2763,3335.80,140.57,28.31,-127.00,9.94,nan,nan,nan,787,58,1.25,1.22,10.40,-0.08,0.43,-0.41,63.74,13.20,171.33,
2313000,15,46,42,3313.1486,11207.2636,3343.80,142.11,28.90,-127.00,9.88,nan,nan,nan,1081,103,1.16,1.21,10.34,-0.10,0.49,-0.40,65.73,14.69,170.65,
2316000,15,46,44,3313.1359,11207.2519,3351.40,141.93,28.98,-127.00,9.88,nan,nan,nan,1547,205,1.22,1.25,10.60,-0.06,0.53,-0.39,67.16,18.59,170.64,
2319000,15,46,46,3313.1232,11207.2402,3358.90,142.70,29.28,-127.00,9.88,nan,nan,nan,1065,101,1.19,1.21,10.33,-0.05,0.54,-0.39,66.95,18.97,171.10,
2322000,15,46,48,3313.1101,11207.2275,3366.80,143.31,30.30,-127.00,9.81,nan,nan,nan,865,70,1.22,1.20,10.41,-0.02,0.58,-0.39,67.14,21.01,170.25,
2325000,15,46,50,3313.0964,11207.2158,3374.60,142.48,31.23,-127.00,9.81,nan,nan,nan,798,60,1.21,1.25,10.42,-0.02,0.59,-0.40,66.67,22.39,168.41,
2328000,15,46,52,3313.0825,11207.2031,3381.90,141.38,31.53,-127.00,9.81,nan,nan,nan,732,50,1.32,1.26,10.72,-0.01,0.60,-0.37,67.94,22.28,165.08,
2331000,15,46,54,3313.0688,11207.1894,3388.90,140.75,32.19,-127.00,9.81,nan,nan,nan,679,42,1.21,1.16,10.18,0.00,0.61,-0.38,65.99,21.01,164.84,
2334000,15,46,56,3313.0549,11207.1757,3395.90,139.39,32.65,-127.00,9.75,nan,nan,nan,607,31,1.28,1.21,10.51,0.01,0.62,-0.37,65.08,20.49,166.08,
2337000,15,46,58,3313.0412,11207.1611,3402.60,138.54,32.58,-127.00,9.75,nan,nan,nan,607,31,1.22,1.21,10.34,0.02,0.62,-0.38,66.29,20.72,166.00,
2340000,15,47,0,3313.0278,11207.1474,3409.50,138.52,32.69,-127.00,9.75,nan,nan,nan,575,26,1.21,1.20,10.39,0.03,0.64,-0.36,63.86,15.14,167.34,
2343000,15,47,2,3313.0141,11207.1328,3416.40,138.33,33.20,-127.00,9.75,nan,nan,nan,569,25,1.23,1.18,10.58,-0.03,0.62,-0.36,61.12,13.65,167.52,
2346000,15,47,4,3313.0002,11207.1181,3423.40,137.74,33.31,-127.00,9.69,nan,nan,nan,574,26,1.21,1.13,10.48,0.02,0.66,-0.36,60.42,14.20,167.97,
2349000,15,47,6,3312.9870,11207.1035,3430.60,136.72,32.74,-127.00,9.69,nan,nan,nan,759,54,1.21,1.15,10.50,0.04,0.65,-0.35,60.52,13.43,170.15,
2352000,15,47,8,3312.9738,11207.0878,3437.20,136.73,32.72,-127.00,9.69,nan,nan,nan,787,58,1.20,1.21,10.62,0.06,0.65,-0.36,61.00,15.29,170.43,
2355000,15,47,10,3312.9604,11207.0732,3444.10,137.39,33.24,-127.00,9.69,nan,nan,nan,672,41,1.17,1.12,10.44,0.08,0.65,-0.34,57.40,20.45,169.92,
2358000,15,47,12,3312.9470,11207.0585,3451.00,136.79,33.19,-127.00,9.69,nan,nan,nan,956,84,1.08,1.15,10.37,0.09,0.64,-0.35,56.20,20.58,168.34,
